Signal,System Time,GEN Time,Result,Value,Exp. Min.,Exp. Max.
Delay_Sinewave Output,5.220000,0.000000,Fail,57.493428,-1.500000,13.500000
Delay_Sinewave Output,5.230000,0.010000,Fail,58.486620,-1.500000,13.500000
Delay_Sinewave Output,5.240000,0.020000,Fail,57.813867,-1.500000,13.500000
Delay_Sinewave Output,5.250000,0.030000,Fail,57.966220,-1.500000,13.500000
Delay_Sinewave Output,5.260000,0.040000,Fail,57.088405,-1.500000,13.500000
Delay_Sinewave Output,5.270000,0.050000,Fail,55.565773,-1.500000,13.500000
Delay_Sinewave Output,5.280000,0.060000,Fail,57.968494,-1.500000,13.500000
Delay_Sinewave Output,5.290000,0.070000,Fail,55.654729,-1.500000,13.500000
Delay_Sinewave Output,5.300000,0.080000,Fail,57.404740,-1.500000,13.500000
Delay_Sinewave Output,5.310000,0.090000,Fail,58.135490,-1.500000,13.500000
Delay_Sinewave Output,5.320000,0.100000,Fail,56.660253,-1.500000,13.500000
Delay_Sinewave Output,5.330000,0.110000,Fail,57.441317,-1.500000,13.500000
Delay_Sinewave Output,5.340000,0.120000,Fail,56.396863,-1.500000,13.500000
Delay_Sinewave Output,5.350000,0.130000,Fail,55.830632,-1.500000,13.500000
Delay_Sinewave Output,5.360000,0.140000,Fail,57.140955,-1.500000,13.500000
Delay_Sinewave Output,5.370000,0.150000,Fail,56.152410,-1.500000,13.500000
Delay_Sinewave Output,5.380000,0.160000,Fail,55.293769,-1.500000,13.500000
Delay_Sinewave Output,5.390000,0.170000,Fail,57.292094,-1.500000,13.500000
Delay_Sinewave Output,5.400000,0.180000,Fail,55.963274,-1.500000,13.500000
Delay_Sinewave Output,5.410000,0.190000,Fail,54.166102,-1.500000,13.500000
Delay_Sinewave Output,5.420000,0.200000,Fail,54.713450,-1.500000,13.500000
Delay_Sinewave Output,5.430000,0.210000,Fail,53.673365,-1.500000,13.500000
Delay_Sinewave Output,5.440000,0.220000,Fail,55.706347,-1.500000,13.500000
Delay_Sinewave Output,5.450000,0.230000,Fail,56.285519,-1.500000,13.500000
Delay_Sinewave Output,5.460000,0.240000,Fail,54.889083,-1.500000,13.500000
Delay_Sinewave Output,5.470000,0.250000,Fail,52.610611,-1.500000,13.500000
Delay_Sinewave Output,5.480000,0.260000,Fail,53.520292,-1.500000,13.500000
Delay_Sinewave Output,5.490000,0.270000,Fail,52.354597,-1.500000,13.500000
Delay_Sinewave Output,5.500000,0.280000,Fail,54.273045,-1.500000,13.500000
Delay_Sinewave Output,5.510000,0.290000,Fail,52.262481,-1.500000,13.500000
Delay_Sinewave Output,5.520000,0.300000,Fail,54.653067,-1.500000,13.500000
Delay_Sinewave Output,5.530000,0.310000,Fail,54.528443,-1.500000,13.500000
Delay_Sinewave Output,5.540000,0.320000,Fail,53.377376,-1.500000,13.500000
Delay_Sinewave Output,5.550000,0.330000,Fail,53.636674,-1.500000,13.500000
Delay_Sinewave Output,5.560000,0.340000,Fail,53.921763,-1.500000,13.500000
Delay_Sinewave Output,5.570000,0.350000,Fail,50.707649,-1.500000,13.500000
Delay_Sinewave Output,5.580000,0.360000,Fail,50.916117,-1.500000,13.500000
Delay_Sinewave Output,5.590000,0.370000,Fail,52.814099,-1.500000,13.500000
Delay_Sinewave Output,5.600000,0.380000,Fail,52.291012,-1.500000,13.500000
